Ident,Type,Origin,Origin Name,Origin City,Destination,Destination Name,Destination City,Departure Time,Arrival Time,Enroute
SWA6,B737,KDAL,Dallas Love Fld,"Dallas, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 09:46:00,2017-02-07 10:15:00,1:29
N27052,EA50,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 09:47:00,,n/a
SWA1390,B733,KLAS,Harry Reid Intl,"Las Vegas, NV",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 09:53:00,2017-02-07 11:54:00,1:01
LOF4799,E145,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDEN,Denver Intl,"Denver, CO",2017-02-07 09:57:00,2017-02-07 10:51:00,0:54
N5783K,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KAPA,Centennial,"Denver, CO",2017-02-07 09:59:00,,n/a
ASH5937,CRJ9,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 10:10:00,2017-02-07 10:54:00,0:44
SWA1703,B737,KSAN,San Diego Intl,"San Diego, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 10:14:00,2017-02-07 12:32:00,1:17
N9288X,T206,L 32.95417 -103.72917,"Hobbs, NM","Hobbs, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 10:19:00,,n/a
N340EM,C340,KGJT,Grand Junction Rgnl,"Grand Junction, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 10:20:00,2017-02-07 11:41:00,1:21
N73938,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 35.04250 -106.56139,"Albuquerque, NM","Albuquerque, NM",2017-02-07 10:23:00,2017-02-07 15:41:00,5:17
AMF8024,,L 34.53028 -107.06167,"Belen, NM","Belen, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 10:25:00,,n/a
ENY3513,CRJ7,KORD,Chicago O'Hare Intl,"Chicago, IL",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 10:34:00,2017-02-07 12:10:00,2:36
SWA198,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-07 10:35:00,2017-02-07 11:34:00,0:59
N6105L,SW4,L 34.55452 -116.47260,"Daggett, CA","Daggett, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 10:47:00,,n/a
BLK11,E55P,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KIWA,Phoenix-Mesa Gateway,"Phoenix, AZ",2017-02-07 10:47:00,2017-02-07 11:51:00,1:04
AAL2214,MD80,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-07 10:48:00,2017-02-07 13:07:00,1:19
SWA1675,B733,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KMCI,Kansas City Intl,"Kansas City, MO",2017-02-07 10:51:00,2017-02-07 13:35:00,1:44
N623D,P46T,KSDL,Scottsdale,"Scottsdale, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 10:57:00,2017-02-07 12:11:00,1:14
N305LG,BE20,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KROW,Roswell Air Center,"Roswell, NM",2017-02-07 11:05:00,2017-02-07 11:37:00,0:32
SWA6,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-07 11:05:00,2017-02-07 11:22:00,1:17
DAL2123,B712,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSLC,Salt Lake City Intl,"Salt Lake City, UT",2017-02-07 11:07:00,2017-02-07 11:07:00,0:00
DAL2123,B712,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSLC,Salt Lake City Intl,"Salt Lake City, UT",2017-02-07 11:07:00,2017-02-07 12:35:00,1:28
SWA1838,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDAL,Dallas Love Fld,"Dallas, TX",2017-02-07 11:15:00,2017-02-07 13:30:00,1:15
ASQ3888,E135,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KIAH,Houston Bush Int'ctl,"Houston, TX",2017-02-07 11:21:00,2017-02-07 13:58:00,1:37
ASH5752,CRJ9,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 11:22:00,2017-02-07 11:50:00,1:28
SKW5448,CRJ7,KSFO,San Francisco Int'l,"San Francisco, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 11:24:00,2017-02-07 14:04:00,1:39
LOF4601,E145,KDEN,Denver Intl,"Denver, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 11:29:00,2017-02-07 12:23:00,0:54
BLK1,BE30,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KROW,Roswell Air Center,"Roswell, NM",2017-02-07 11:29:00,2017-02-07 12:29:00,0:59
N7492J,,L 33.48333 -111.61667,"Mesa, AZ","Mesa, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 11:38:00,,n/a
ASH5937,CRJ9,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-07 11:40:00,2017-02-07 13:54:00,1:13
BLK15,BE9L,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",,,,2017-02-07 11:43:00,2017-02-08 02:37:00,7:54
N402FB,BE40,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KIWA,Phoenix-Mesa Gateway,"Phoenix, AZ",2017-02-07 11:44:00,2017-02-07 12:47:00,1:03
SWA732,B737,KDEN,Denver Intl,"Denver, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 11:46:00,2017-02-07 12:39:00,0:52
N21EK,EA50,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSDL,Scottsdale,"Scottsdale, AZ",2017-02-07 11:50:00,2017-02-07 13:05:00,1:15
N345DG,B350,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDEN,Denver Intl,"Denver, CO",2017-02-07 11:53:00,2017-02-07 13:08:00,1:15
GJS4524,CRJ7,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KORD,Chicago O'Hare Intl,"Chicago, IL",2017-02-07 11:56:00,2017-02-07 15:15:00,2:19
ASA794,B737,KSEA,Seattle-Tacoma Intl,"Seattle, WA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 12:02:00,2017-02-07 15:24:00,2:22
SWA416,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KHOU,William P Hobby,"Houston, TX",2017-02-07 12:06:00,2017-02-07 14:40:00,1:34
SKW4462,CRJ7,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSLC,Salt Lake City Intl,"Salt Lake City, UT",2017-02-07 12:07:00,2017-02-07 13:33:00,1:26
CPZ6064,E75L,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLAX,Los Angeles Intl,"Los Angeles, CA",2017-02-07 12:13:00,2017-02-07 12:57:00,1:44
N321LH,PAY4,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KGJT,Grand Junction Rgnl,"Grand Junction, CO",2017-02-07 12:17:00,2017-02-07 13:20:00,1:03
SWA4904,B733,KMCI,Kansas City Intl,"Kansas City, MO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 12:21:00,2017-02-07 13:14:00,1:53
SWA1730,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDEN,Denver Intl,"Denver, CO",2017-02-07 12:22:00,2017-02-07 13:17:00,0:55
N213TV,,L 35.26500 -106.51667,"Albuquerque, NM","Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 12:36:00,,n/a
ASH5752,CRJ9,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-07 12:49:00,2017-02-07 13:44:00,0:55
N552HV,C560,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDZB,Horseshoe Bay Resort,"Horseshoe Bay, TX",2017-02-07 12:50:00,2017-02-07 15:02:00,1:12
SWA1712,B733,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-07 12:55:00,2017-02-07 13:50:00,0:55
N29AN,C208,KLRU,Las Cruces Intl,"Las Cruces, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 13:00:00,2017-02-07 19:05:00,6:05
LOF4787,E145,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDEN,Denver Intl,"Denver, CO",2017-02-07 13:11:00,2017-02-07 14:04:00,0:53
BTQ565,PC12,KALS,San Luis Valley Rgnl,"Alamosa, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 13:16:00,2017-02-07 13:57:00,0:41
N767SA,DA42,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDTO,Denton Enterprise,"Denton, TX",2017-02-07 13:17:00,,n/a
N305LG,BE20,KROW,Roswell Air Center,"Roswell, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 13:20:00,2017-02-07 14:03:00,0:43
SWA4566,B738,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLAX,Los Angeles Intl,"Los Angeles, CA",2017-02-07 13:23:00,2017-02-07 14:05:00,1:42
SWA732,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-07 13:26:00,2017-02-07 13:49:00,1:23
AAL2511,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 13:31:00,2017-02-07 14:00:00,1:29
ASH5719,CRJ9,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 13:33:00,2017-02-07 14:22:00,0:48
N920RC,C404,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 13:36:00,2017-02-07 13:47:00,0:11
ENY3513,CRJ7,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KORD,Chicago O'Hare Intl,"Chicago, IL",2017-02-07 13:37:00,2017-02-07 16:57:00,2:20
SWA1290,B737,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 14:02:00,2017-02-07 14:50:00,0:48
SWA4904,B733,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDAL,Dallas Love Fld,"Dallas, TX",2017-02-07 14:05:00,2017-02-07 16:29:00,1:24
DAL1995,MD90,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KATL,Hartsfield-Jackson Intl,"Atlanta, GA",2017-02-07 14:18:00,2017-02-07 19:03:00,2:45
N312LG,LJ35,KAPA,Centennial,"Denver, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 14:18:00,2017-02-07 15:08:00,0:50
SWA4524,B737,KHOU,William P Hobby,"Houston, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 14:19:00,2017-02-07 15:10:00,1:50
SWA1471,B737,KBWI,Baltimore/Washington Intl,"Baltimore, MD",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 14:27:00,2017-02-07 16:26:00,3:59
SWA28,B737,KDAL,Dallas Love Fld,"Dallas, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 14:48:00,2017-02-07 15:15:00,1:26
SWA28,B737,KDAL,Dallas Love Fld,"Dallas, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 14:48:00,2017-02-07 13:49:00,0:00
SKW5253,CRJ7,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KIAH,Houston Bush Int'ctl,"Houston, TX",2017-02-07 14:54:00,2017-02-07 17:30:00,1:36
N912NM,PC12,KFMN,Four Corners Rgnl,"Farmington, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 15:05:00,2017-02-07 15:42:00,0:37
SWA206,B737,KLAS,Harry Reid Intl,"Las Vegas, NV",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 15:07:00,2017-02-07 17:09:00,1:01
BTQ653,PC12,KCNM,Cavern City Air Trml,"Carlsbad, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 15:07:00,2017-02-07 16:10:00,1:02
DJR168,C560,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KTRM,Jacqueline Cochran Rgnl,"Thermal, CA",2017-02-07 15:10:00,2017-02-07 15:42:00,1:32
N723ST,PC12,L 32.45594 -104.34750,"Carlsbad, NM","Carlsbad, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 15:11:00,2017-02-07 16:10:00,0:59
AAL2511,B738,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-07 15:12:00,2017-02-07 17:29:00,1:17
N54TE,EA50,KADS,Addison,"Dallas, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 15:15:00,2017-02-07 16:14:00,1:59
AAL1353,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 15:24:00,2017-02-07 15:48:00,1:24
UAL786,A319,KDEN,Denver Intl,"Denver, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 15:25:00,2017-02-07 16:19:00,0:54
SWA4743,B737,KDEN,Denver Intl,"Denver, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 15:29:00,2017-02-07 16:22:00,0:52
ASH5963,CRJ9,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-07 15:30:00,2017-02-07 16:29:00,0:59
N5738K,,L 35.14222 -105.99222,"Santa Fe, NM","Santa Fe, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 15:38:00,,n/a
SWA1461,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-07 15:39:00,2017-02-07 15:56:00,1:17
SKW4499,CRJ9,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 15:42:00,2017-02-07 16:53:00,1:11
BLK1,BE30,KROW,Roswell Air Center,"Roswell, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 15:48:00,2017-02-07 16:43:00,0:54
FDX386,DC10,KMEM,Memphis Intl,"Memphis, TN",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 15:49:00,2017-02-07 17:03:00,2:14
BLK3,BE9L,KFMN,Four Corners Rgnl,"Farmington, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 15:55:00,2017-02-07 16:26:00,0:31
SWA1766,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KHOU,William P Hobby,"Houston, TX",2017-02-07 15:56:00,2017-02-07 18:34:00,1:37
AMF8025,PA31,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 16:00:00,2017-02-07 17:20:00,1:20
SWA28,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSAN,San Diego Intl,"San Diego, CA",2017-02-07 16:03:00,2017-02-07 15:04:00,0:01
SWA28,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSAN,San Diego Intl,"San Diego, CA",2017-02-07 16:03:00,2017-02-07 16:35:00,1:31
UPS2872,B763,KSDF,Muhammad Ali Intl,"Louisville, KY",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 16:10:00,2017-02-07 16:58:00,2:48
SWA1379,B737,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 16:13:00,2017-02-07 17:02:00,0:49
BLK10,BE9L,KGUP,Gallup Muni,"Gallup, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 16:16:00,2017-02-07 16:48:00,0:31
BLK14,F900,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KOMA,Eppley Airfield,"Omaha, NE",2017-02-07 16:16:00,2017-02-07 18:48:00,1:32
UPS2906,B763,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 16:17:00,2017-02-07 16:42:00,1:25
N3527D,PA31,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-07 16:20:00,2017-02-07 18:11:00,1:50
BLK16,BE9L,KRQE,Window Rock,"Window Rock, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 16:20:00,2017-02-07 16:54:00,0:33
ASH5989,CRJ9,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 16:22:00,2017-02-07 17:11:00,0:49
N21EK,EA50,KSDL,Scottsdale,"Scottsdale, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 16:23:00,2017-02-07 17:20:00,0:57
ASH598C,CRJ9,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 16:23:00,2017-02-07 16:23:00,0:00
BTQ614,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSVC,Grant County,"Silver City, NM",2017-02-07 16:23:00,2017-02-07 17:08:00,0:45
ASA775,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSEA,Seattle-Tacoma Intl,"Seattle, WA",2017-02-07 16:41:00,2017-02-07 18:45:00,3:04
N54TE,EA50,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-07 16:44:00,2017-02-07 17:29:00,1:45
SWA1710,B737,KDAL,Dallas Love Fld,"Dallas, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 16:46:00,2017-02-07 17:16:00,1:29
SWA1156,B737,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 16:48:00,2017-02-07 17:34:00,0:46
N1414P,C25A,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KTKI,McKinney National,"Dallas, TX",2017-02-07 16:49:00,2017-02-07 19:09:00,1:20
AAL1353,B738,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-07 16:51:00,2017-02-07 19:11:00,1:20
SWA4743,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDAL,Dallas Love Fld,"Dallas, TX",2017-02-07 17:13:00,2017-02-07 19:31:00,1:18
N312LG,LJ35,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KAPA,Centennial,"Denver, CO",2017-02-07 17:17:00,2017-02-07 18:09:00,0:52
SWA1471,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-07 17:19:00,2017-02-07 18:13:00,0:54
51074426,,KHOB,Lea County Rgnl,"Hobbs, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 17:23:00,2017-02-07 19:11:00,1:47
N751CM,TBM7,KHND,Henderson Exec,"Las Vegas, NV",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 17:31:00,2017-02-07 20:01:00,1:30
N174AV,,L 32.34741 -104.33320,"Carlsbad, NM","Carlsbad, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 17:33:00,2017-02-07 19:24:00,1:51
BLK17,BE20,KCNM,Cavern City Air Trml,"Carlsbad, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 17:33:00,2017-02-07 18:32:00,0:58
SWA142,B733,KLAX,Los Angeles Intl,"Los Angeles, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 17:36:00,2017-02-07 20:00:00,1:24
N912NM,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KFMN,Four Corners Rgnl,"Farmington, NM",2017-02-07 17:36:00,2017-02-07 18:18:00,0:42
CFS791,C208,KFMN,Four Corners Rgnl,"Farmington, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 17:37:00,2017-02-07 18:23:00,0:46
SWA1560,B737,KLAS,Harry Reid Intl,"Las Vegas, NV",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 17:40:00,2017-02-07 19:40:00,1:00
SWA1379,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KOAK,Metro Oakland Intl,"Oakland, CA",2017-02-07 17:41:00,2017-02-07 18:58:00,2:17
UAL2385,A319,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDEN,Denver Intl,"Denver, CO",2017-02-07 17:42:00,2017-02-07 18:38:00,0:56
CFS774,C208,KDRO,Durango-La Plata County,"Durango, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 17:44:00,2017-02-07 18:33:00,0:49
ASH6326,E170,KIAH,Houston Bush Int'ctl,"Houston, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 17:45:00,2017-02-07 18:40:00,1:55
ASH5964,CRJ7,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 17:45:00,2017-02-07 18:15:00,1:29
N306LG,,L 35.08003 -106.63270,"Albuquerque, NM","Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 17:51:00,2017-02-07 17:53:00,0:01
BTQ613,PC12,KSVC,Grant County,"Silver City, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 17:51:00,2017-02-07 18:38:00,0:46
SKW4499,CRJ9,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSLC,Salt Lake City Intl,"Salt Lake City, UT",2017-02-07 17:54:00,2017-02-07 19:37:00,1:43
SWA206,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDEN,Denver Intl,"Denver, CO",2017-02-07 18:03:00,2017-02-07 19:00:00,0:57
N709FX,C208,KGUP,Gallup Muni,"Gallup, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 18:04:00,2017-02-08 07:23:00,13:18
CFS778,C208,KGUP,Gallup Muni,"Gallup, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 18:06:00,2017-02-07 18:42:00,0:35
UPS2874,B763,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-07 18:12:00,2017-02-07 19:01:00,0:49
SWA299,B733,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 18:15:00,2017-02-07 19:03:00,0:48
AMF1253,PA31,KSVC,Grant County,"Silver City, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 18:17:00,2017-02-07 19:12:00,0:55
AMF1881,BE99,KROW,Roswell Air Center,"Roswell, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 18:17:00,2017-02-07 19:10:00,0:53
DAL766,A319,KLAX,Los Angeles Intl,"Los Angeles, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 18:20:00,2017-02-07 20:59:00,1:39
ASH5989,CRJ7,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-07 18:27:00,2017-02-07 20:38:00,1:11
AMF1267,BE99,KALM,Alamogordo Rgnl,"Alamogordo, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 18:32:00,2017-02-07 19:24:00,0:52
N73938,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 18:34:00,2017-02-07 19:42:00,1:07
N54ZP,,L 35.05000 -107.24889,"Albuquerque, NM","Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 18:42:00,,n/a
SWA1157,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-07 18:51:00,2017-02-07 19:44:00,0:53
SWA694,B738,KSAN,San Diego Intl,"San Diego, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 18:51:00,2017-02-07 21:09:00,1:17
SWA1292,B737,KOAK,Metro Oakland Intl,"Oakland, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 18:53:00,2017-02-07 21:32:00,1:39
AAL2568,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 19:12:00,2017-02-07 19:34:00,1:22
BTQ566,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KALS,San Luis Valley Rgnl,"Alamosa, CO",2017-02-07 19:14:00,2017-02-07 19:56:00,0:41
BLK16,BE9L,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",,,,2017-02-07 19:19:00,2017-02-09 00:31:00,22:12
UAL438,A319,KDEN,Denver Intl,"Denver, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 19:20:00,2017-02-07 20:13:00,0:53
BTQ616,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSVC,Grant County,"Silver City, NM",2017-02-07 19:28:00,2017-02-07 20:15:00,0:47
N723ST,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 19:28:00,2017-02-08 06:42:00,11:13
BLK15,BE9L,KGUP,Gallup Muni,"Gallup, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 19:37:00,2017-02-07 20:05:00,0:27
BLK2,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KGUP,Gallup Muni,"Gallup, NM",2017-02-07 19:39:00,2017-02-07 20:12:00,0:33
