Ident,Type,Origin,Origin Name,Origin City,Destination,Destination Name,Destination City,Departure Time,Arrival Time,Enroute
BLK7,LJ60,KSDL,Scottsdale,"Scottsdale, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 14:11:00,2017-02-06 14:59:00,0:47
AMF1254,PA31,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSVC,Grant County,"Silver City, NM",2017-02-06 14:11:00,2017-02-06 15:07:00,0:56
N223BH,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 32.83270 -107.87700,"Silver City, NM","Silver City, NM",2017-02-06 14:11:00,,n/a
N9785SP,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 34.96830 -106.67400,"Albuquerque, NM","Albuquerque, NM",2017-02-06 14:13:00,,n/a
N975SP,BE9L,L 34.93528 -106.69278,"Albuquerque, NM","Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 14:15:00,,n/a
N359S,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 35.25170 -106.56200,"Albuquerque, NM","Albuquerque, NM",2017-02-06 14:15:00,,n/a
SWA1471,B737,KBWI,Baltimore/Washington Intl,"Baltimore, MD",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 14:18:00,2017-02-06 16:21:00,4:03
SWA1290,B737,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 14:21:00,2017-02-06 15:08:00,0:46
BLK8,BE9L,5V5,Shiprock Airstrip,"Shiprock, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 14:21:00,2017-02-06 14:55:00,0:34
N305LG,BE20,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KRQE,Window Rock,"Window Rock, AZ",2017-02-06 14:25:00,2017-02-06 15:02:00,0:37
N207RT,C25C,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSGR,Sugar Land Rgnl,"Houston, TX",2017-02-06 14:27:00,2017-02-06 17:03:00,1:36
SWA4566,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLAX,Los Angeles Intl,"Los Angeles, CA",2017-02-06 14:37:00,2017-02-06 15:32:00,1:55
MNU701,CRJ7,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KIFP,Laughlin/Bullhead Intl,"Bullhead City, AZ",2017-02-06 14:39:00,2017-02-06 15:52:00,1:13
SWA28,B737,KDAL,Dallas Love Fld,"Dallas, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 14:43:00,2017-02-06 15:16:00,1:33
BTQ653,PC12,KCNM,Cavern City Air Trml,"Carlsbad, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 14:43:00,2017-02-06 15:46:00,1:03
SKW5253,CRJ7,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KIAH,Houston Bush Int'ctl,"Houston, TX",2017-02-06 14:49:00,2017-02-06 17:23:00,1:34
SWA4524,B737,KHOU,William P Hobby,"Houston, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 14:54:00,2017-02-06 15:49:00,1:55
AAL2511,B738,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-06 15:04:00,2017-02-06 17:17:00,1:13
ASH5719,CRJ9,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 15:10:00,2017-02-06 15:55:00,0:45
CFS791,C208,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KFMN,Four Corners Rgnl,"Farmington, NM",2017-02-06 15:10:00,2017-02-06 16:12:00,1:02
N306LG,,L 35.08074 -106.58320,"Albuquerque, NM","Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 15:12:00,2017-02-06 15:14:00,0:01
CFS774,C208,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDRO,Durango-La Plata County,"Durango, CO",2017-02-06 15:13:00,2017-02-06 16:20:00,1:07
UAL786,A319,KDEN,Denver Intl,"Denver, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 15:14:00,2017-02-06 16:08:00,0:54
N1281K,RV6,5T6,,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 15:15:00,2017-02-06 09:33:00,1:18
SWA206,B737,KLAS,Harry Reid Intl,"Las Vegas, NV",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 15:15:00,2017-02-06 17:16:00,1:00
N809RQ,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 34.45610 -103.20800,"Clovis, NM","Clovis, NM",2017-02-06 15:25:00,,n/a
N29AN,C208,KLRU,Las Cruces Intl,"Las Cruces, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 15:28:00,2017-02-06 18:43:00,3:15
SWA1379,B737,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 15:29:00,2017-02-06 16:12:00,0:42
CFS200,C208,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KGUP,Gallup Muni,"Gallup, NM",2017-02-06 15:38:00,2017-02-06 16:35:00,0:57
AAL1353,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 15:40:00,2017-02-06 16:04:00,1:24
N345DG,B350,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 15:47:00,2017-02-06 16:45:00,0:58
N73GT,,L 34.83972 -106.19944,"Albuquerque, NM","Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 15:48:00,,n/a
SWA28,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSAN,San Diego Intl,"San Diego, CA",2017-02-06 15:56:00,2017-02-06 16:54:00,1:58
SWA1461,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-06 15:58:00,2017-02-06 16:22:00,1:24
UPS2872,B763,KSDF,Muhammad Ali Intl,"Louisville, KY",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 16:08:00,2017-02-06 17:04:00,2:55
BTQ614,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSVC,Grant County,"Silver City, NM",2017-02-06 16:13:00,2017-02-06 16:57:00,0:43
ASH5989,CRJ9,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 16:24:00,2017-02-06 17:09:00,0:45
BLK10,BE9L,KGUP,Gallup Muni,"Gallup, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 16:32:00,2017-02-06 16:59:00,0:27
N305LG,BE20,KRQE,Window Rock,"Window Rock, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 16:33:00,2017-02-06 17:02:00,0:28
SWA1766,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KHOU,William P Hobby,"Houston, TX",2017-02-06 16:38:00,2017-02-06 19:19:00,1:41
ASH5963,CRJ9,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-06 16:41:00,2017-02-06 17:41:00,1:00
SKW4499,CRJ9,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 16:49:00,2017-02-06 17:55:00,1:06
AAL1353,B738,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-06 16:52:00,2017-02-06 19:14:00,1:22
BLK8,BE9L,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 36.07010 -109.47700,"Window Rock, AZ","Window Rock, AZ",2017-02-06 16:54:00,,n/a
SWA1710,B737,KDAL,Dallas Love Fld,"Dallas, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 16:54:00,2017-02-06 17:25:00,1:31
SWA4743,B737,KDEN,Denver Intl,"Denver, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 16:55:00,2017-02-06 17:45:00,0:50
SWA1379,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KOAK,Metro Oakland Intl,"Oakland, CA",2017-02-06 17:02:00,2017-02-06 18:22:00,2:20
CTA228,C208,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KFMN,Four Corners Rgnl,"Farmington, NM",2017-02-06 17:06:00,2017-02-06 18:07:00,1:01
ASA775,B738,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSEA,Seattle-Tacoma Intl,"Seattle, WA",2017-02-06 17:07:00,2017-02-06 19:18:00,3:10
AMF1051,PA31,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-06 17:10:00,2017-02-06 19:16:00,2:05
SWA1156,B737,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 17:11:00,2017-02-06 18:03:00,0:52
SWA1471,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-06 17:12:00,2017-02-06 18:12:00,1:00
53351251,,KHOB,Lea County Rgnl,"Hobbs, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 17:22:00,2017-02-06 19:25:00,2:02
CFS791,C208,KFMN,Four Corners Rgnl,"Farmington, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 17:33:00,2017-02-06 18:23:00,0:50
SWA1560,B737,KLAS,Harry Reid Intl,"Las Vegas, NV",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 17:38:00,2017-02-06 19:41:00,1:03
ASH6326,E170,KIAH,Houston Bush Int'ctl,"Houston, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 17:39:00,2017-02-06 18:41:00,2:02
BTQ613,PC12,KSVC,Grant County,"Silver City, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 17:40:00,2017-02-06 18:25:00,0:44
CFS774,C208,KDRO,Durango-La Plata County,"Durango, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 17:40:00,2017-02-06 18:38:00,0:58
UAL2385,A319,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDEN,Denver Intl,"Denver, CO",2017-02-06 17:42:00,2017-02-06 18:39:00,0:57
N174AV,,L 32.35410 -104.34630,"Carlsbad, NM","Carlsbad, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 17:44:00,2017-02-06 19:35:00,1:50
SWA206,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDEN,Denver Intl,"Denver, CO",2017-02-06 18:00:00,2017-02-06 18:55:00,0:55
BLK9,GLF4,KSDF,Muhammad Ali Intl,"Louisville, KY",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 18:03:00,2017-02-06 18:52:00,2:49
BLK11,E55P,KODO,Odessa-Schlemeyer Fld,"Odessa, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 18:07:00,2017-02-06 18:07:00,1:00
ASH989W,CRJ9,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-06 18:09:00,2017-02-06 20:30:00,1:21
N809RQ,,L 34.44417 -103.15222,"Clovis, NM","Clovis, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 18:09:00,,n/a
ASH5989,CRJ7,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-06 18:09:00,2017-02-06 20:37:00,1:28
CFS778,C208,KGUP,Gallup Muni,"Gallup, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 18:13:00,2017-02-06 18:47:00,0:34
AMF1253,PA31,KSVC,Grant County,"Silver City, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 18:15:00,2017-02-06 19:01:00,0:46
N223BH,,L 32.78348 -107.98260,"Silver City, NM","Silver City, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 18:16:00,2017-02-06 19:01:00,0:45
CTA104,C208,KFMN,Four Corners Rgnl,"Farmington, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 18:24:00,2017-02-06 19:13:00,0:49
SWA4743,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDAL,Dallas Love Fld,"Dallas, TX",2017-02-06 18:25:00,2017-02-06 20:44:00,1:19
AMF1881,BE99,KROW,Roswell Air Center,"Roswell, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 18:29:00,2017-02-06 19:24:00,0:55
SKW4499,CRJ9,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSLC,Salt Lake City Intl,"Salt Lake City, UT",2017-02-06 18:30:00,2017-02-06 19:56:00,1:26
BLK10,BE9L,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KGUP,Gallup Muni,"Gallup, NM",2017-02-06 18:31:00,2017-02-06 19:12:00,0:40
AMF1267,BE99,KALM,Alamogordo Rgnl,"Alamogordo, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 18:43:00,2017-02-06 19:37:00,0:54
SWA1157,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-06 18:46:00,2017-02-06 19:45:00,0:59
SWA694,B738,KSAN,San Diego Intl,"San Diego, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 18:48:00,2017-02-06 21:01:00,1:13
SWA142,B737,KLAX,Los Angeles Intl,"Los Angeles, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 18:58:00,2017-02-06 21:20:00,1:22
AAL2568,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 19:08:00,2017-02-06 19:41:00,1:33
BTQ616,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSVC,Grant County,"Silver City, NM",2017-02-06 19:10:00,2017-02-06 19:55:00,0:45
BTQ566,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KALS,San Luis Valley Rgnl,"Alamosa, CO",2017-02-06 19:12:00,2017-02-06 19:53:00,0:41
SWA299,B733,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 19:21:00,2017-02-06 20:06:00,0:44
UAL438,A319,KDEN,Denver Intl,"Denver, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 19:22:00,2017-02-06 20:14:00,0:52
SWA1292,B737,KOAK,Metro Oakland Intl,"Oakland, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 19:25:00,2017-02-06 22:04:00,1:39
ASH5964,CRJ9,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 19:25:00,2017-02-06 19:48:00,1:23
BLK12,LJ35,KCPR,Casper/Natrona County Intl,"Casper, WY",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 19:29:00,2017-02-06 20:45:00,1:16
UPS797,A306,KELP,El Paso Intl,"El Paso, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 19:36:00,2017-02-06 20:14:00,0:38
DAL1225,MD90,KATL,Hartsfield-Jackson Intl,"Atlanta, GA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 19:43:00,2017-02-06 20:41:00,2:58
FDX1334,A306,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KMEM,Memphis Intl,"Memphis, TN",2017-02-06 20:03:00,2017-02-06 23:08:00,2:05
ASH5905,CRJ9,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 20:10:00,2017-02-06 20:55:00,0:45
SWA1717,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-06 20:16:00,2017-02-06 20:43:00,1:27
ASH5964,CRJ9,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-06 20:22:00,2017-02-06 21:21:00,0:59
N305LG,BE20,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSRR,Sierra Blanca Rgnl,"Ruidoso, NM",2017-02-06 20:27:00,2017-02-06 21:00:00,0:33
JBU65,A320,KJFK,John F Kennedy Intl,"New York, NY",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 20:29:00,2017-02-06 22:50:00,4:21
SWA853,B733,KDAL,Dallas Love Fld,"Dallas, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 20:36:00,2017-02-06 21:13:00,1:37
SWA1595,B733,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-06 20:37:00,2017-02-06 21:35:00,0:57
UPS887,B763,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KONT,Ontario Intl,"Ontario, CA",2017-02-06 20:56:00,2017-02-06 21:31:00,1:35
N509CF,,L 35.07925 -106.63470,"Albuquerque, NM","Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 20:59:00,2017-02-06 21:00:00,0:01
BLK10,BE9L,KGUP,Gallup Muni,"Gallup, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 21:06:00,2017-02-06 21:33:00,0:27
CPZ6014,E75L,KLAX,Los Angeles Intl,"Los Angeles, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 21:13:00,2017-02-06 23:35:00,1:21
SKW5521,CRJ7,KIAH,Houston Bush Int'ctl,"Houston, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 21:23:00,2017-02-06 22:25:00,2:02
N509CF,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 36.46000 -105.67200,"Taos, NM","Taos, NM",2017-02-06 21:30:00,,n/a
BTQ615,PC12,KSVC,Grant County,"Silver City, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 21:33:00,2017-02-06 22:16:00,0:43
SWA2949,B737,KLAS,Harry Reid Intl,"Las Vegas, NV",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 21:36:00,2017-02-06 23:35:00,0:59
N912NM,PC12,KFMN,Four Corners Rgnl,"Farmington, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 21:43:00,2017-02-06 22:17:00,0:34
UPS797,A306,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSDF,Muhammad Ali Intl,"Louisville, KY",2017-02-06 21:44:00,2017-02-07 02:15:00,2:31
SWA451,B733,KDEN,Denver Intl,"Denver, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 21:47:00,2017-02-06 22:35:00,0:48
SWA4795,B737,KHOU,William P Hobby,"Houston, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 21:56:00,2017-02-06 22:56:00,2:00
BLK2,PC12,KGUP,Gallup Muni,"Gallup, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 21:57:00,2017-02-06 22:21:00,0:24
SWA142,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDAL,Dallas Love Fld,"Dallas, TX",2017-02-06 21:58:00,2017-02-07 00:07:00,1:09
DAL1724,B712,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 22:25:00,2017-02-06 23:25:00,1:00
AAL2610,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 22:30:00,2017-02-06 23:03:00,1:33
BLK10,BE9L,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KGUP,Gallup Muni,"Gallup, NM",2017-02-06 22:43:00,2017-02-06 23:21:00,0:37
ASH591A,CRJ9,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 23:10:00,2017-02-06 23:54:00,0:44
SWA2954,B738,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 23:32:00,2017-02-07 00:17:00,0:44
N912NM,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KFMN,Four Corners Rgnl,"Farmington, NM",2017-02-06 23:50:00,2017-02-07 00:30:00,0:39
JBU66,A320,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KJFK,John F Kennedy Intl,"New York, NY",2017-02-07 00:03:00,2017-02-07 05:46:00,3:43
BLK2,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KGUP,Gallup Muni,"Gallup, NM",2017-02-07 00:15:00,2017-02-07 00:48:00,0:33
N305LG,BE20,KSRR,Sierra Blanca Rgnl,"Ruidoso, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 00:31:00,2017-02-07 01:02:00,0:31
BLK13,BE9L,L 36.61934 -101.64190,"Guymon, OK","Guymon, OK",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 00:43:00,2017-02-07 01:53:00,2:09
BLK13,BE9L,KLVS,Las Vegas Muni,"Las Vegas, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 02:07:00,2017-02-07 05:32:00,3:25
BLK13,BE9L,L 35.55679 -105.20840,"Las Vegas, NM","Las Vegas, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 02:10:00,2017-02-07 02:37:00,0:27
BLK10,BE9L,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KAEG,Double Eagle II,"Albuquerque, NM",2017-02-07 03:33:00,2017-02-07 03:40:00,0:06
UPS894,B752,KSDF,Muhammad Ali Intl,"Louisville, KY",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 04:10:00,2017-02-07 04:52:00,2:41
FDX1583,A306,KMEM,Memphis Intl,"Memphis, TN",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 05:10:00,2017-02-07 06:31:00,2:21
UPS850,B763,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 05:14:00,2017-02-07 05:54:00,0:40
AAL2611,B738,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-07 05:23:00,2017-02-07 07:31:00,1:08
UPS894,B752,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-07 05:51:00,2017-02-07 06:44:00,0:53
CPZ6066,E75L,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLAX,Los Angeles Intl,"Los Angeles, CA",2017-02-07 06:02:00,2017-02-07 06:44:00,1:42
BTQ612,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSVC,Grant County,"Silver City, NM",2017-02-07 06:08:00,2017-02-07 06:55:00,0:47
SWA1820,B738,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-07 06:11:00,2017-02-07 07:09:00,0:57
SWA203,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDAL,Dallas Love Fld,"Dallas, TX",2017-02-07 06:17:00,2017-02-07 08:35:00,1:17
SKW5348,CRJ7,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSFO,San Francisco Int'l,"San Francisco, CA",2017-02-07 06:19:00,2017-02-07 07:51:00,2:32
BTQ611,PC12,KSVC,Grant County,"Silver City, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 06:27:00,2017-02-07 07:10:00,0:43
SWA1118,B737,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 06:35:00,2017-02-07 07:17:00,0:42
BLK3,BE9L,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KFMN,Four Corners Rgnl,"Farmington, NM",2017-02-07 06:46:00,2017-02-07 08:38:00,1:51
SWA103,B737,KDAL,Dallas Love Fld,"Dallas, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 06:48:00,2017-02-07 07:23:00,1:34
SWA1111,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDEN,Denver Intl,"Denver, CO",2017-02-07 06:51:00,2017-02-07 07:49:00,0:58
N340EM,C340,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KGJT,Grand Junction Rgnl,"Grand Junction, CO",2017-02-07 06:53:00,2017-02-07 08:41:00,1:47
ASH5930,CRJ9,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-07 06:55:00,2017-02-07 07:52:00,0:57
ASH5976,CRJ9,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-07 06:57:00,2017-02-07 09:17:00,1:20
N402FB,BE40,KDSM,Des Moines Intl,"Des Moines, IA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 07:01:00,2017-02-07 08:00:00,1:58
SWA1561,B733,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-07 07:06:00,2017-02-07 08:04:00,0:58
ASH5738,CRJ9,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 07:09:00,2017-02-07 07:42:00,1:33
SWA718,B733,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KHOU,William P Hobby,"Houston, TX",2017-02-07 07:09:00,2017-02-07 09:53:00,1:44
N523DV,C25B,KCLS,Chehalis-Centralia,"Chehalis, WA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-07 07:12:00,2017-02-07 10:37:00,2:25
