Ident,Type,Origin,Origin Name,Origin City,Destination,Destination Name,Destination City,Departure Time,Arrival Time,Enroute
ASA580,B738,KPDX,Portland Intl,"Portland, OR",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 11:48:00,2017-02-07 13:52:00,2:04
UAL1576,A319,KSFO,San Francisco Int'l,"San Francisco, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 11:48:00,2017-02-07 13:00:00,1:11
N266NG,PC12,KASE,Aspen-Pitkin County,"Aspen, CO",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 11:51:00,2017-02-07 14:08:00,3:17
QXE2251,DH8D,KRNO,Reno/Tahoe Intl,"Reno, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 11:58:00,2017-02-07 13:16:00,1:18
BLK57,GLF4,KSNA,John Wayne,"Santa Ana, CA",KTME,Houston Exec,"Houston, TX",2017-02-07 12:01:00,2017-02-07 16:29:00,2:28
N93CL,C182,KSNA,John Wayne,"Santa Ana, CA",KRAL,Riverside Muni,"Riverside, CA",2017-02-07 12:01:00,2017-02-07 12:22:00,0:20
SWA314,B737,KLAS,Harry Reid Intl,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 12:03:00,2017-02-07 12:47:00,0:44
N348ME,C172,KSNA,John Wayne,"Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 12:14:00,2017-02-07 12:16:00,0:02
N67CM,C310,KSNA,John Wayne,"Santa Ana, CA",KPOC,Brackett Fld,"La Verne, CA",2017-02-07 12:17:00,2017-02-07 12:40:00,0:22
SWA1247,B737,KSJC,San Jose Int'l,"San Jose, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 12:19:00,2017-02-07 13:12:00,0:53
FFT264,A320,KSNA,John Wayne,"Santa Ana, CA",KDEN,Denver Intl,"Denver, CO",2017-02-07 12:20:00,2017-02-07 15:06:00,1:46
SWA1547,B737,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 12:22:00,2017-02-07 12:20:00,0:58
WCC73,B350,KSNA,John Wayne,"Santa Ana, CA",KLGB,Daugherty Field,"Long Beach, CA",2017-02-07 12:23:00,2017-02-07 12:34:00,0:10
AAL1456,B738,KSNA,John Wayne,"Santa Ana, CA",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-07 12:25:00,2017-02-07 16:46:00,2:21
CPZ5811,E170,KSEA,Seattle-Tacoma Intl,"Seattle, WA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 12:26:00,2017-02-07 14:45:00,2:19
ASA501,B738,KSNA,John Wayne,"Santa Ana, CA",KSEA,Seattle-Tacoma Intl,"Seattle, WA",2017-02-07 12:27:00,2017-02-07 14:47:00,2:20
UAL298,A320,KSNA,John Wayne,"Santa Ana, CA",KSFO,San Francisco Int'l,"San Francisco, CA",2017-02-07 12:31:00,2017-02-07 13:33:00,1:02
BLK65,H25B,KBUR,Bob Hope,"Burbank, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 12:35:00,2017-02-07 12:55:00,0:20
ASA500,B738,KSEA,Seattle-Tacoma Intl,"Seattle, WA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 12:40:00,2017-02-07 15:00:00,2:20
DAL1603,B712,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 12:40:00,2017-02-07 13:16:00,1:36
AAL1599,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 12:42:00,2017-02-07 13:35:00,2:53
BLK56,LR45,KLUK,Cincinnati Muni,"Cincinnati, OH",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 12:42:00,2017-02-07 14:19:00,4:36
BLK61,C25A,L 45.42930 -111.66250,"Ennis, MT","Ennis, MT",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 12:45:00,2017-02-07 14:12:00,2:26
BLK8,C550,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 12:48:00,2017-02-07 13:41:00,1:53
N555DQ,TBM8,KELP,El Paso Intl,"El Paso, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 12:49:00,2017-02-07 14:25:00,2:35
SWA1889,B737,KOAK,Metro Oakland Intl,"Oakland, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 12:52:00,2017-02-07 13:57:00,1:05
SWA1531,B737,KSNA,John Wayne,"Santa Ana, CA",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-07 12:53:00,2017-02-07 14:43:00,0:50
BLK66,GLF3,KBUR,Bob Hope,"Burbank, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 13:04:00,2017-02-07 13:21:00,0:17
AAL1278,B738,KSNA,John Wayne,"Santa Ana, CA",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-07 13:06:00,2017-02-07 17:34:00,2:28
SWA4075,B737,KSNA,John Wayne,"Santa Ana, CA",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-07 13:08:00,2017-02-07 13:53:00,0:45
SWA4143,B737,KDEN,Denver Intl,"Denver, CO",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 13:09:00,2017-02-07 14:15:00,2:05
UAL3,A320,KSNA,John Wayne,"Santa Ana, CA",KIAH,Houston Bush Int'ctl,"Houston, TX",2017-02-07 13:12:00,2017-02-07 17:44:00,2:32
WCC1,B350,KGEG,Spokane Intl,"Spokane, WA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 13:12:00,2017-02-07 16:34:00,3:22
BLK67,GLF4,KSNA,John Wayne,"Santa Ana, CA",KAPC,Napa County,"Napa, CA",2017-02-07 13:15:00,2017-02-07 14:20:00,1:05
AAL1168,B738,KSNA,John Wayne,"Santa Ana, CA",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-07 13:18:00,2017-02-07 15:09:00,0:51
SWA3150,B737,KSNA,John Wayne,"Santa Ana, CA",KDEN,Denver Intl,"Denver, CO",2017-02-07 13:20:00,2017-02-07 16:01:00,1:41
KFB22,C550,KMCC,Sacramento McClellan,"Sacramento, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 13:21:00,2017-02-07 14:37:00,1:16
N11082,,KSNA,John Wayne,"Santa Ana, CA",KFUL,Fullerton Muni,"Fullerton, CA",2017-02-07 13:21:00,2017-02-07 13:27:00,0:05
DAL1757,B752,KSNA,John Wayne,"Santa Ana, CA",KATL,Hartsfield-Jackson Intl,"Atlanta, GA",2017-02-07 13:23:00,2017-02-07 20:05:00,3:42
BLK68,CL60,KSNA,John Wayne,"Santa Ana, CA",KTUS,Tucson Intl,"Tucson, AZ",2017-02-07 13:25:00,2017-02-07 15:26:00,1:01
BLK54,C550,KSNA,John Wayne,"Santa Ana, CA",KSEE,Gillespie Fld,"San Diego/El Cajon, CA",2017-02-07 13:27:00,2017-02-07 13:50:00,0:23
DAL1099,A319,KSNA,John Wayne,"Santa Ana, CA",KMSP,Minneapolis/St Paul Intl,"Minneapolis, MN",2017-02-07 13:35:00,2017-02-07 18:42:00,3:07
SWA4641,B737,KSMF,Sacramento Intl,"Sacramento, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 13:35:00,2017-02-07 14:42:00,1:07
UAL265,B738,KSNA,John Wayne,"Santa Ana, CA",KDEN,Denver Intl,"Denver, CO",2017-02-07 13:37:00,2017-02-07 16:22:00,1:45
N50VC,GL5T,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 13:38:00,2017-02-07 13:32:00,0:54
N6121X,SR22,KFUL,Fullerton Muni,"Fullerton, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 13:42:00,2017-02-07 13:55:00,0:13
BLK69,F2TH,KLAS,Harry Reid Intl,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 13:44:00,2017-02-07 14:26:00,0:42
ASA513,B738,KSNA,John Wayne,"Santa Ana, CA",KSEA,Seattle-Tacoma Intl,"Seattle, WA",2017-02-07 13:45:00,2017-02-07 16:06:00,2:21
SWA126,B737,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 13:47:00,2017-02-07 13:43:00,0:56
SWA314,B737,KSNA,John Wayne,"Santa Ana, CA",KOAK,Metro Oakland Intl,"Oakland, CA",2017-02-07 13:50:00,2017-02-07 14:54:00,1:04
N4133G,PA46,KRDM,Roberts Fld,"Redmond, OR",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 13:50:00,2017-02-07 17:38:00,3:48
SWA1760,B737,KSNA,John Wayne,"Santa Ana, CA",KSMF,Sacramento Intl,"Sacramento, CA",2017-02-07 13:51:00,2017-02-07 15:03:00,1:12
SWA575,B737,KOAK,Metro Oakland Intl,"Oakland, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 13:53:00,2017-02-07 14:59:00,1:06
BLK31,C650,KSNA,John Wayne,"Santa Ana, CA",KSDL,Scottsdale,"Scottsdale, AZ",2017-02-07 13:54:00,2017-02-07 15:46:00,0:52
SWA631,B737,MMSD,Los Cabos Int'l,"Los Cabos, Baja California Sur",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 13:55:00,2017-02-07 15:05:00,2:10
SWA1346,B737,KSJC,San Jose Int'l,"San Jose, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 13:56:00,2017-02-07 14:51:00,0:55
N243BA,CL60,KAGS,Augusta Regional,"Augusta, GA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 13:56:00,2017-02-07 15:39:00,4:43
UAL1832,A319,KSNA,John Wayne,"Santa Ana, CA",KSFO,San Francisco Int'l,"San Francisco, CA",2017-02-07 13:58:00,2017-02-07 15:04:00,1:06
AAL1119,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 14:00:00,2017-02-07 14:57:00,2:57
SWA3166,B737,KSNA,John Wayne,"Santa Ana, CA",KSJC,San Jose Int'l,"San Jose, CA",2017-02-07 14:00:00,2017-02-07 15:00:00,1:00
SKW3402,E75L,KSJC,San Jose Int'l,"San Jose, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 14:02:00,2017-02-07 15:10:00,1:08
N34HX,AS50,KSNA,John Wayne,"Santa Ana, CA",L 33.62078 -117.56061,"Corona, CA","Corona, CA",2017-02-07 14:03:00,2017-02-07 14:49:00,0:45
DAL1603,B712,KSNA,John Wayne,"Santa Ana, CA",KSLC,Salt Lake City Intl,"Salt Lake City, UT",2017-02-07 14:03:00,2017-02-07 16:26:00,1:23
SWA1691,B737,KSNA,John Wayne,"Santa Ana, CA",KHOU,William P Hobby,"Houston, TX",2017-02-07 14:05:00,2017-02-07 18:43:00,2:38
N982RA,BE20,KSNA,John Wayne,"Santa Ana, CA",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-07 14:07:00,2017-02-07 15:00:00,0:52
QXE2312,DH8D,KSNA,John Wayne,"Santa Ana, CA",KSTS,Schulz-Sonoma County,"Santa Rosa, CA",2017-02-07 14:11:00,2017-02-07 15:44:00,1:33
SWA464,B737,KLAS,Harry Reid Intl,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 14:13:00,2017-02-07 14:54:00,0:41
N777CT,AS50,L 33.67091 -117.76260,"Santa Ana, CA","Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 14:17:00,,n/a
AAL1599,B738,KSNA,John Wayne,"Santa Ana, CA",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-07 14:36:00,2017-02-07 19:00:00,2:24
SWA1247,B737,KSNA,John Wayne,"Santa Ana, CA",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-07 14:39:00,2017-02-07 16:29:00,0:50
N983CH,PC12,KDUX,Moore County,"Dumas, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 14:39:00,2017-02-07 16:33:00,3:54
ASA215,B738,MMSD,Los Cabos Int'l,"Los Cabos, Baja California Sur",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 14:41:00,2017-02-07 15:53:00,2:12
SWA126,B737,KSNA,John Wayne,"Santa Ana, CA",KSFO,San Francisco Int'l,"San Francisco, CA",2017-02-07 14:41:00,2017-02-07 15:47:00,1:05
ASA583,B738,KSNA,John Wayne,"Santa Ana, CA",KPDX,Portland Intl,"Portland, OR",2017-02-07 14:43:00,2017-02-07 16:56:00,2:13
UAL1943,B738,KIAH,Houston Bush Int'ctl,"Houston, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 14:43:00,2017-02-07 15:54:00,3:11
UAL809,A320,KSFO,San Francisco Int'l,"San Francisco, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 14:44:00,2017-02-07 15:45:00,1:01
BLK69,F2TH,KSNA,John Wayne,"Santa Ana, CA",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-07 14:48:00,2017-02-07 15:31:00,0:43
N5251J,C310,KTOA,Zamperini Fld,"Torrance, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:01:00,2017-02-07 15:13:00,0:12
N1129K,C172,KSNA,John Wayne,"Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:02:00,2017-02-07 15:09:00,0:06
N441PJ,CL60,KLAX,Los Angeles Intl,"Los Angeles, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:03:00,2017-02-07 15:21:00,0:18
WJA1755,B737,KSNA,John Wayne,"Santa Ana, CA",CYVR,Vancouver Int'l,"Vancouver, British Columbia",2017-02-07 15:06:00,2017-02-07 17:53:00,2:47
N239RT,H25B,KSJC,San Jose Int'l,"San Jose, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:06:00,2017-02-07 16:02:00,0:56
AAL2548,B738,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:08:00,2017-02-07 15:06:00,0:58
SWA4143,B737,KSNA,John Wayne,"Santa Ana, CA",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-07 15:10:00,2017-02-07 15:53:00,0:43
JTL732,E55P,KEDC,Austin Exec,"Austin, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:12:00,2017-02-07 16:12:00,3:00
N411MB,AS50,L 33.66792 -118.02310,"Los Alamitos, CA","Los Alamitos, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:13:00,2017-02-07 15:18:00,0:04
BLK66,GLF2,KSNA,John Wayne,"Santa Ana, CA",KSDL,Scottsdale,"Scottsdale, AZ",2017-02-07 15:14:00,2017-02-07 17:06:00,0:52
N4126A,R44,L 33.66979 -117.79880,"Santa Ana, CA","Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:15:00,2017-02-08 10:55:00,19:40
BLK62,GLF4,KHPN,Westchester County,"White Plains, NY",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:17:00,2017-02-07 18:11:00,5:54
DAL262,B712,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:17:00,2017-02-07 15:47:00,1:30
GAJ875,B350,KSNA,John Wayne,"Santa Ana, CA",KSFO,San Francisco Int'l,"San Francisco, CA",2017-02-07 15:18:00,2017-02-07 16:54:00,1:36
N875UP,,KSNA,John Wayne,"Santa Ana, CA",KSFO,San Francisco Int'l,"San Francisco, CA",2017-02-07 15:18:00,2017-02-07 16:55:00,1:36
BLK63,CL60,KHPN,Westchester County,"White Plains, NY",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:24:00,2017-02-07 18:19:00,5:54
BLK50,PC12,KSNA,John Wayne,"Santa Ana, CA",KSJC,San Jose Int'l,"San Jose, CA",2017-02-07 15:26:00,2017-02-07 17:12:00,1:46
N2633S,C337,KCRQ,McClellan-Palomar,"Carlsbad, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:26:00,2017-02-07 15:45:00,0:19
SWA1038,B737,KSNA,John Wayne,"Santa Ana, CA",KOAK,Metro Oakland Intl,"Oakland, CA",2017-02-07 15:29:00,2017-02-07 16:34:00,1:04
SWA4360,B737,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:30:00,2017-02-07 15:24:00,0:54
BLK64,F900,KOPF,Opa-locka Executive,"Miami, FL",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:31:00,2017-02-07 17:51:00,5:20
N226SJ,CL60,KSNA,John Wayne,"Santa Ana, CA",KDAL,Dallas Love Fld,"Dallas, TX",2017-02-07 15:32:00,2017-02-07 20:10:00,2:38
AAL2676,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:35:00,2017-02-07 16:28:00,2:53
N411MB,AS50,L 33.66588 -117.93160,"Santa Ana, CA","Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:35:00,2017-02-07 15:50:00,0:15
SWA4804,B737,KDEN,Denver Intl,"Denver, CO",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:37:00,2017-02-07 16:43:00,2:06
CPZ5818,E170,KSEA,Seattle-Tacoma Intl,"Seattle, WA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:38:00,2017-02-07 17:58:00,2:20
SWA1346,B737,KSNA,John Wayne,"Santa Ana, CA",KDEN,Denver Intl,"Denver, CO",2017-02-07 15:38:00,2017-02-07 18:21:00,1:43
BLK23,F2TH,KSNA,John Wayne,"Santa Ana, CA",KMMU,Morristown Muni,"Morristown, NJ",2017-02-07 15:42:00,2017-02-07 23:07:00,4:24
SWA575,B737,KSNA,John Wayne,"Santa Ana, CA",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-07 15:44:00,2017-02-07 17:38:00,0:54
N6338D,C172,KSNA,John Wayne,"Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:44:00,2017-02-07 15:56:00,0:11
CPZ5811,E170,KSNA,John Wayne,"Santa Ana, CA",KSEA,Seattle-Tacoma Intl,"Seattle, WA",2017-02-07 15:47:00,2017-02-07 18:11:00,2:24
LXJ530,CL30,KPSP,Palm Springs Intl,"Palm Springs, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:53:00,2017-02-07 16:14:00,0:21
SKW3403,E75L,KSNA,John Wayne,"Santa Ana, CA",KSJC,San Jose Int'l,"San Jose, CA",2017-02-07 15:54:00,2017-02-07 17:11:00,1:17
SWA508,B737,KSJC,San Jose Int'l,"San Jose, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:56:00,2017-02-07 16:52:00,0:55
UAL1160,B737,KORD,Chicago O'Hare Intl,"Chicago, IL",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 15:59:00,2017-02-07 17:59:00,4:00
ASA507,B738,KSNA,John Wayne,"Santa Ana, CA",KSEA,Seattle-Tacoma Intl,"Seattle, WA",2017-02-07 16:00:00,2017-02-07 18:29:00,2:29
N222RD,C340,KSNA,John Wayne,"Santa Ana, CA",KSBP,San Luis County Rgnl,"San Luis Obispo, CA",2017-02-07 16:05:00,2017-02-07 17:25:00,1:19
SWA4360,B737,KSNA,John Wayne,"Santa Ana, CA",KDAL,Dallas Love Fld,"Dallas, TX",2017-02-07 16:07:00,2017-02-07 20:32:00,2:25
BLK70,F900,KBJC,Rocky Mtn Metropolitan,"Denver, CO",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 16:07:00,2017-02-07 17:19:00,2:12
SWA4170,B737,KOAK,Metro Oakland Intl,"Oakland, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 16:09:00,2017-02-07 17:13:00,1:04
AAL2548,B738,KSNA,John Wayne,"Santa Ana, CA",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-07 16:10:00,2017-02-07 20:29:00,2:19
BLK36,GALX ,KLMT,Crater Lake/Klamath Rgnl,"Klamath Falls, OR",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 16:11:00,2017-02-07 17:41:00,1:29
SWA262,B737,KSMF,Sacramento Intl,"Sacramento, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 16:11:00,2017-02-07 17:18:00,1:07
N2NS,,KSNA,John Wayne,"Santa Ana, CA",L 33.65000 -118.00000,"Santa Ana, CA","Santa Ana, CA",2017-02-07 16:14:00,,n/a
BLK72,C560,KSDM,Brown Fld Muni,"San Diego, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 16:16:00,2017-02-07 16:45:00,0:29
BLK55,LJ60,KSNA,John Wayne,"Santa Ana, CA",KADS,Addison,"Dallas, TX",2017-02-07 16:19:00,2017-02-07 20:42:00,2:23
UPS2926,B752,KSDF,Muhammad Ali Intl,"Louisville, KY",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 16:23:00,2017-02-07 17:21:00,3:58
N30TB,,KSNA,John Wayne,"Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 16:25:00,2017-02-07 17:25:00,1:00
UAL809,A320,KSNA,John Wayne,"Santa Ana, CA",KDEN,Denver Intl,"Denver, CO",2017-02-07 16:30:00,2017-02-07 19:15:00,1:45
SWA4602,B737,KSNA,John Wayne,"Santa Ana, CA",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-07 16:32:00,2017-02-07 17:17:00,0:45
N239RT,H25B,KSNA,John Wayne,"Santa Ana, CA",KBHM,Birmingham-Shuttlesworth Intl,"Birmingham, AL",2017-02-07 16:36:00,2017-02-07 22:02:00,3:25
AAL1494,B738,KSNA,John Wayne,"Santa Ana, CA",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-07 16:37:00,2017-02-07 18:31:00,0:54
QXE2313,DH8D,KSTS,Schulz-Sonoma County,"Santa Rosa, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 16:43:00,2017-02-07 18:02:00,1:19
SWA4640,B737,KSFO,San Francisco Int'l,"San Francisco, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 16:47:00,2017-02-07 17:49:00,1:02
DAL262,B712,KSNA,John Wayne,"Santa Ana, CA",KSLC,Salt Lake City Intl,"Salt Lake City, UT",2017-02-07 16:49:00,2017-02-07 19:16:00,1:27
SWA1292,B737,KSNA,John Wayne,"Santa Ana, CA",KOAK,Metro Oakland Intl,"Oakland, CA",2017-02-07 16:57:00,2017-02-07 18:02:00,1:05
SWA4631,B737,KOAK,Metro Oakland Intl,"Oakland, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 17:09:00,2017-02-07 18:14:00,1:05
BLK71,GLF4,KHDN,Yampa Valley,"Hayden, CO",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 17:12:00,2017-02-07 18:18:00,2:05
AAL2338,B738,KORD,Chicago O'Hare Intl,"Chicago, IL",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 17:12:00,2017-02-07 19:29:00,4:17
UAL1281,A320,KSFO,San Francisco Int'l,"San Francisco, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 17:14:00,2017-02-07 18:24:00,1:09
SWA764,B737,MMPR,Lic. Gustavo Diaz Ordaz Int'l,"Puerto Vallarta, Jalisco",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 17:17:00,2017-02-07 18:09:00,2:52
N6338D,C172,KSNA,John Wayne,"Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 17:19:00,2017-02-07 17:40:00,0:21
FFT265,A319,KDEN,Denver Intl,"Denver, CO",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 17:20:00,2017-02-07 18:35:00,2:14
EDG9,GLF4,KSNA,John Wayne,"Santa Ana, CA",KVNY,Van Nuys,"Van Nuys, CA",2017-02-07 17:21:00,2017-02-07 17:48:00,0:27
N166TW,,KSNA,John Wayne,"Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 17:23:00,2017-02-07 17:30:00,0:06
DAL952,B712,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 17:23:00,2017-02-07 17:54:00,1:31
SWA3248,B737,KSNA,John Wayne,"Santa Ana, CA",KSJC,San Jose Int'l,"San Jose, CA",2017-02-07 17:24:00,2017-02-07 18:27:00,1:02
BLK10,BE40,KSNA,John Wayne,"Santa Ana, CA",KAPA,Centennial,"Denver, CO",2017-02-07 17:26:00,2017-02-07 20:09:00,1:42
BLK73,H25B,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 17:26:00,2017-02-07 17:25:00,0:59
AAL2502,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 17:29:00,2017-02-07 18:26:00,2:57
EJA764,CL35,KSNA,John Wayne,"Santa Ana, CA",KSDL,Scottsdale,"Scottsdale, AZ",2017-02-07 17:31:00,2017-02-07 19:17:00,0:46
DAL2459,B752,KATL,Hartsfield-Jackson Intl,"Atlanta, GA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 17:31:00,2017-02-07 18:49:00,4:18
N3779Q,BE33,KSNA,John Wayne,"Santa Ana, CA",KFUL,Fullerton Muni,"Fullerton, CA",2017-02-07 17:32:00,2017-02-07 17:40:00,0:07
N481DM,CH7B,KSNA,John Wayne,"Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 17:34:00,2017-02-07 17:57:00,0:23
FDX389,A306,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 17:34:00,2017-02-07 17:27:00,0:53
RSP93,E50P,KSFO,San Francisco Int'l,"San Francisco, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 17:39:00,2017-02-07 18:52:00,1:13
BLK73,H25B,KSNA,John Wayne,"Santa Ana, CA",KBUR,Bob Hope,"Burbank, CA",2017-02-07 17:40:00,2017-02-07 18:05:00,0:25
BLK70,F900,KSNA,John Wayne,"Santa Ana, CA",KCRQ,McClellan-Palomar,"Carlsbad, CA",2017-02-07 17:43:00,2017-02-07 18:00:00,0:17
N896JH,E55P,KHFJ,Monett Rgnl,"Monett, MO",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 17:44:00,2017-02-07 19:28:00,3:43
SWA1693,B737,KLAS,Harry Reid Intl,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 17:44:00,2017-02-07 18:30:00,0:46
N25324,P46T,KWJF,General Wm J Fox Airfield,"Lancaster, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 17:49:00,2017-02-07 18:23:00,0:34
ASA528,B738,KSEA,Seattle-Tacoma Intl,"Seattle, WA",KSNA,John Wayne,"Santa Ana, CA",2017-02-07 17:53:00,2017-02-07 20:14:00,2:20
UAL501,B738,KSNA,John Wayne,"Santa Ana, CA",KSFO,San Francisco Int'l,"San Francisco, CA",2017-02-07 17:55:00,2017-02-07 18:57:00,1:02
